Region,Agreement_Type,Provider,Generation_Type,Generation_Capacity,PeriodCode,value,Date,temperature_2m_mean,wind_speed_10m_max,daylight_duration,snowfall_sum,temperature_2m_max,temperature_2m_min,precipitation_sum
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,308.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,6",KWH06,296.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,8",KWH06,206.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,202.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,368.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,8",KWH06,187.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,05",KWH06,389.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,7",KWH06,146.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH06,591.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,27",KWH06,254.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,78",KWH06,432.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,107.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,846.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,349.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"12,19",KWH06,207.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,178.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,76",KWH06,438.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,4",KWH06,170.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,2",KWH06,263.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"15,17",KWH06,387.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,340.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,01",KWH06,561.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,81",KWH06,0.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,64",KWH06,307.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH06,240.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,28",KWH06,374.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,5",KWH06,463.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,73",KWH06,556.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,48",KWH06,0.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,6,KWH06,220.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,75",KWH06,546.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH06,260.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,1",KWH06,137.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"12,35",KWH06,190.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,2",KWH06,772.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,9,KWH06,236.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"14,76",KWH06,42.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,328.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,24",KWH06,254.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,96",KWH06,235.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,84",KWH06,774.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,257.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,05",KWH06,629.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"27,92",KWH06,250.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,326.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,266.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,29",KWH06,219.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,23",KWH06,400.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,83",KWH06,339.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Nutolęs gaminantis vartotojas,0,KWH06,0.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"14,19",KWH06,380.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,08",KWH06,458.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,5,KWH06,163.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,88",KWH06,420.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"2,4",KWH06,996.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH06,260.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,402.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,KV,T,Gaminantis vartotojas,"1,92",KWH06,1414.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,98",KWH06,150.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,166.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,244.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,61",KWH06,906.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,75",KWH06,446.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,05",KWH06,257.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,9",KWH06,224.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,364.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,64",KWH06,159.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH06,763.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH06,193.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,08",KWH06,366.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"15,84",KWH06,202.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,3",KWH06,234.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,207.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,27",KWH06,150.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,6",KWH06,284.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,05",KWH06,274.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,463.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,01",KWH06,312.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,18",KWH06,1009.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,55",KWH06,196.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,152.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,09",KWH06,243.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"13,42",KWH06,247.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,573.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,2",KWH06,240.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"12,75",KWH06,751.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,49.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,25",KWH06,590.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,350.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,507.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,96",KWH06,565.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH06,566.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"14,57",KWH06,419.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,175.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,322.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,88",KWH06,183.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,6",KWH06,413.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Nutolęs gaminantis vartotojas,0,KWH06,5186.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,24",KWH06,134.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,12,KWH06,186.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"3,58",KWH06,771.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"14,63",KWH06,238.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,257.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,04",KWH06,245.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,3,KWH06,367.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"13,32",KWH06,525.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,01",KWH06,388.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,05",KWH06,263.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,08",KWH06,259.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,735",KWH06,414.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,84",KWH06,795.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,01",KWH06,634.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,06",KWH06,270.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,86",KWH06,489.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,3,KWH06,229.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,124.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,61",KWH06,129.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,20,KWH06,2864.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,4",KWH06,171.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,3",KWH06,364.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,77",KWH06,351.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,01",KWH06,440.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,9",KWH06,277.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH06,201.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,292.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,78",KWH06,164.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH06,169.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"12,4",KWH06,125.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,8",KWH06,228.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,5",KWH06,604.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,KV,T,Gaminantis vartotojas,"5,5",KWH06,1066.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,166.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,36",KWH06,347.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH06,1208.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,2",KWH06,0.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,18",KWH06,161.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,03",KWH06,290.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,08",KWH06,232.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,5,KWH06,595.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,96",KWH06,220.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,5",KWH06,470.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,975",KWH06,227.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,01",KWH06,403.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,122.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,88",KWH06,138.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,22",KWH06,21.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,79",KWH06,494.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,88",KWH06,475.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,45",KWH06,259.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,892.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"13,02",KWH06,274.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,4",KWH06,293.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,7",KWH06,497.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,217.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,3,KWH06,777.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,78",KWH06,288.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,242.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,52",KWH06,138.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,KV,T,Gaminantis vartotojas,"4,8",KWH06,231.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,68",KWH06,201.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH06,248.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,68",KWH06,2036.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,5,KWH06,416.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH06,291.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH06,364.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH06,3435.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,63",KWH06,627.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH06,193.0,2024-07-01,11.848438,50.22613,42179.93,18.060001,30.5575,-5.7425,396.7
