Region,Agreement_Type,Provider,Generation_Type,Generation_Capacity,PeriodCode,value,Date,temperature_2m_mean,wind_speed_10m_max,daylight_duration,snowfall_sum,temperature_2m_max,temperature_2m_min,precipitation_sum
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,1",KWH03,582.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,94",KWH03,950.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,9",KWH03,664.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,06",KWH03,550.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,12",KWH03,656.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,08",KWH03,690.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,2215.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,12",KWH03,834.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,44",KWH03,758.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,8",KWH03,818.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,91",KWH03,1270.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,79",KWH03,932.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,2",KWH03,712.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH03,1240.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,03",KWH03,1011.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,05",KWH03,801.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,2",KWH03,254.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,594.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH03,914.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,54",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,3,KWH03,872.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,14",KWH03,750.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,28",KWH03,861.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,88",KWH03,1102.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,82",KWH03,959.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,8",KWH03,793.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,25",KWH03,985.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH03,733.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH03,642.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,600.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,912.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,95",KWH03,585.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,11",KWH03,876.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Nutolęs gaminantis vartotojas,0,KWH03,881.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,95",KWH03,884.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH03,703.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,707.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,88",KWH03,755.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,765",KWH03,623.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"14,88",KWH03,799.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH03,863.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,62",KWH03,707.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,24",KWH03,641.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,903.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,25",KWH03,752.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Nutolęs gaminantis vartotojas,0,KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,3",KWH03,700.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,32",KWH03,793.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,72",KWH03,1334.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,89",KWH03,828.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,4",KWH03,855.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,04",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,975",KWH03,565.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,KV,T,Gaminantis vartotojas,8,KWH03,1052.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,92",KWH03,2198.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,84",KWH03,254.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,865.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,9,KWH03,882.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Nutolęs gaminantis vartotojas,0,KWH03,2703.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,7,KWH03,781.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,5",KWH03,2047.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"13,02",KWH03,727.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Nutolęs gaminantis vartotojas,0,KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,22",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Nutolęs gaminantis vartotojas,0,KWH03,999.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,744.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,01",KWH03,930.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,88",KWH03,1023.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH03,829.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,28",KWH03,644.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH03,445.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,723.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,5",KWH03,577.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH03,1493.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,8",KWH03,693.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH03,804.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,08",KWH03,722.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,5,KWH03,630.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,72",KWH03,565.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,KV,T,Gaminantis vartotojas,5,KWH03,958.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,4",KWH03,642.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH03,726.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,56",KWH03,804.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,37",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,3",KWH03,1700.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,8",KWH03,685.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,91",KWH03,765.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,7",KWH03,739.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Nutolęs gaminantis vartotojas,0,KWH03,2781.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH03,509.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,03",KWH03,476.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,98",KWH03,613.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,62",KWH03,707.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,95",KWH03,856.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,09",KWH03,541.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,94",KWH03,745.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH03,1014.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,6,KWH03,767.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH03,443.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,03",KWH03,711.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,6,KWH03,601.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,1",KWH03,777.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,37",KWH03,783.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,88",KWH03,719.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,4",KWH03,433.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,32",KWH03,697.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,08",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,15",KWH03,710.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,05",KWH03,763.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,92",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,86",KWH03,861.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,6,KWH03,782.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,5,KWH03,740.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,22",KWH03,808.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,94",KWH03,878.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,99",KWH03,924.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,5",KWH03,665.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,38",KWH03,874.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,13,KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH03,795.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,62",KWH03,697.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,14",KWH03,789.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,88",KWH03,819.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH03,892.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,36",KWH03,564.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,1036.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,694.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,8",KWH03,843.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,24",KWH03,814.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,4",KWH03,845.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,793.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,16,KWH03,716.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,5",KWH03,659.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,12",KWH03,755.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,3",KWH03,996.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,3",KWH03,745.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,10,KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,2",KWH03,746.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,99",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,18",KWH03,874.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,59",KWH03,835.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"11,9",KWH03,0.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"5,84",KWH03,665.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,92",KWH03,395.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,75",KWH03,1211.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH03,696.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH03,1213.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,08",KWH03,838.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,4",KWH03,743.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"10,95",KWH03,765.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,03",KWH03,696.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,62",KWH03,794.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,9",KWH03,442.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,86",KWH03,824.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"8,14",KWH03,789.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"4,22",KWH03,775.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,6,KWH03,808.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,72",KWH03,782.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"9,99",KWH03,931.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"7,77",KWH03,1592.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
Vilniaus regionas,BV,T,Gaminantis vartotojas,"6,2",KWH03,410.0,2023-01-01,7.007857,36.359997,46393.57,77.42,28.1075,-13.7425,362.1
